name,city,rating,rating_count,cost,cuisine
MBR Biriyani County,"Electronic City,Bangalore",3.8,50,200.0,"Biryani,North Indian"
Big Bowl Company,"Electronic City,Bangalore",3.4,50,250.0,"North Indian,Chinese"
UB Elite Kitchen,"Electronic City,Bangalore",3.8,20,249.0,"American,Chinese"
aunty tiffin's,"Electronic City,Bangalore",4.5,20,28.0,Indian
Thalassery Kitchens,"Electronic City,Bangalore",3.6,20,200.0,Indian
SK AMBUR DUM BIRYANI,"Electronic City,Bangalore",3.5,20,150.0,Biryani
Chaayos Chai+Snacks=Relax,"Electronic City,Bangalore",4.4,20,250.0,"Bakery,Beverages"
Ghee and Turmeric,"Electronic City,Bangalore",4.7,20,500.0,"North Indian,Tandoor"
SRI UDUPI VAIBHAVA,"Electronic City,Bangalore",4.0,50,200.0,"Chinese,South Indian"
Third Wave Coffee,"Electronic City,Bangalore",4.1,50,400.0,"Beverages,Bakery"
Sinful Desserts,"Electronic City,Bangalore",4.0,50,150.0,"Bakery,Desserts"
Chowman,"Electronic City,Bangalore",4.1,100,500.0,"Chinese,Asian"
Sandwich Guru,"Electronic City,Bangalore",4.3,100,99.0,Snacks
Istah Shawarma,"Electronic City,Bangalore",4.3,100,250.0,"Arabian,Lebanese"
Village Restaurant,"Electronic City,Bangalore",3.9,500,300.0,"Chinese,Indian"
MDP Coffee House,"Electronic City,Bangalore",4.1,100,250.0,South Indian
Achayans pride,"Electronic City,Bangalore",4.0,100,200.0,"South Indian,Kerala"
Paris Waffle Co.,"Electronic City,Bangalore",3.2,20,300.0,"Desserts,Snacks"
Srinidhi Upachar,"Electronic City,Bangalore",4.3,100,250.0,Indian
Hyderabadi Family Pack Biryani,"Electronic City,Bangalore",3.3,20,250.0,"Biryani,Hyderabadi"
Kinara Family Restaurant,"Electronic City,Bangalore",4.0,100,500.0,"Chinese,North Indian"
Shaan-e-Punjab,"Electronic City,Bangalore",3.7,100,500.0,"North Indian,Punjabi"
Hatti Punjab Di,"Electronic City,Bangalore",3.1,20,400.0,"Punjabi,North Indian"
Homely Hut,"Electronic City,Bangalore",4.3,50,250.0,"Home Food,North Indian"
DONNE BIRIYANI HOUSE,"Electronic City,Bangalore",2.9,50,300.0,Biryani
Godavari delights,"Electronic City,Bangalore",3.1,20,200.0,"South Indian,North Indian"
New Hyderabadi Biriyani Zone,"Electronic City,Bangalore",3.3,50,300.0,"Chinese,Biryani"
Baba Ganoush Cafe,"Electronic City,Bangalore",3.1,20,300.0,"Middle Eastern,Turkish"
Just Cakes,"Electronic City,Bangalore",4.0,20,200.0,Beverages
Today Coffee,"Electronic City,Bangalore",4.1,100,120.0,South Indian
Pizzology Pizza,"Electronic City,Bangalore",3.3,20,250.0,"Pizzas,Continental"
Nadan Pothichoru,"Electronic City,Bangalore",3.9,50,200.0,"South Indian,Kerala"
Hotel Sagar Samruddhi,"Electronic City,Bangalore",3.7,50,200.0,"North Indian,South Indian"
Singh Da Punjabi Dhaba,"Electronic City,Bangalore",3.7,100,150.0,"Chinese,Biryani"
Hiyar Majhe Kolkata,"Electronic City,Bangalore",4.0,1,450.0,"Bengali,Chinese"
Punjabi Unplugged,"Electronic City,Bangalore",2.6,20,150.0,"North Indian,Chinese"
HUNGRY CHANG,"Electronic City,Bangalore",3.9,20,280.0,"Chinese,Fast Food"
Punjabi Nawabi,"Electronic City,Bangalore",3.3,100,150.0,"Punjabi,North Indian"
Meghana Foods,"Electronic City,Bangalore",4.3,1,500.0,"Biryani,Andhra"
Sardarji Londonwaley,"Electronic City,Bangalore",3.7,50,150.0,"North Indian,Chinese"
Petfull Paratha  2X Fillings,"Electronic City,Bangalore",5.0,20,250.0,"North Indian,Desserts"
The Bangalore Creamery,"Electronic City,Bangalore",3.8,20,150.0,"Bakery,Desserts"
Madras Meal Company,"Electronic City,Bangalore",4.1,100,250.0,"Chettinad,South Indian"
Basmati Express,"Electronic City,Bangalore",3.3,20,300.0,"Biryani,Andhra"
Itminaan Biryani - Dum Pukht,"Electronic City,Bangalore",3.3,20,400.0,"Biryani,North Indian"
Curry On Tikka,"Electronic City,Bangalore",4.0,100,350.0,"North Indian,Punjabi"
Parampara-The Veg Kitchen,"Electronic City,Bangalore",4.0,100,350.0,North Indian
4Foodiez,"Electronic City,Bangalore",3.6,20,300.0,"South Indian,North Indian"
Wendy's,"Electronic City,Bangalore",4.0,100,200.0,"American,Burgers"
NIC Natural Ice Creams,"Electronic City,Bangalore",4.7,500,120.0,"Ice Cream,Desserts"
Hungry Panda - Deliciously Chinese,"Electronic City,Bangalore",3.7,20,600.0,"Chinese,Asian"
Burger Cafe,"Electronic City,Bangalore",3.1,20,250.0,"American,Fast Food"
Anand Sweets and Savouries,"Electronic City,Bangalore",4.6,20,150.0,"Sweets,Desserts"
NH1 Bowls - Highway To North,"Electronic City,Bangalore",3.9,20,250.0,"North Indian,Punjabi"
Cakes Wagon,"Electronic City,Bangalore",3.2,20,300.0,"Desserts,Bakery"
Kaati Zone Rolls & Wraps,"Electronic City,Bangalore",4.1,100,150.0,"Beverages,Bengali"
Hyderabad Darbar,"Electronic City,Bangalore",3.8,100,300.0,"Chinese,South Indian"
Crazy Bao,"Electronic City,Bangalore",3.6,20,600.0,"Chinese,Thai"
Rotivala,"Electronic City,Bangalore",4.6,20,250.0,North Indian
Khandani Biryani,"Electronic City,Bangalore",3.9,20,250.0,Biryani
HRX by Eatfit,"Electronic City,Bangalore",5.0,20,270.0,"Healthy Food,Pizzas"
Indian Bowl Co,"Electronic City,Bangalore",4.3,20,250.0,North Indian
Hyderabad Nawabs,"Electronic City,Bangalore",4.0,20,300.0,"Biryani,Hyderabadi"
Sankalp Reddy Restaurant,"Electronic City,Bangalore",3.3,20,300.0,"Andhra,Hyderabadi"
Khichdi Kahani,"Electronic City,Bangalore",4.6,20,200.0,"Indian,North Indian"
Nizam's Kitchens,"Electronic City,Bangalore",2.8,20,450.0,"Biryani,Andhra"
Rolls & Bowls Company,"Electronic City,Bangalore",3.4,20,250.0,"North Indian,Chinese"
Carlos Cake Cafe,"Electronic City,Bangalore",4.2,50,300.0,Desserts
Desi Paratha,"Electronic City,Bangalore",3.6,20,150.0,"Indian,Chinese"
Delhi base,"Electronic City,Bangalore",4.2,100,200.0,"Juices,North Indian"
Chef Bakers Cakes & Savouries,"Electronic City,Bangalore",3.5,20,300.0,Desserts
Kitchens of Punjab,"Electronic City,Bangalore",4.0,100,500.0,"Punjabi,North Indian"
Hotel S L N,"Electronic City,Bangalore",4.0,20,250.0,"South Indian,Chinese"
Sm food court,"Electronic City,Bangalore",4.1,20,340.0,"Snacks,Mughlai"
Bangalore Agarwal Bhavan,"Electronic City,Bangalore",4.1,100,150.0,"Sweets,Fast Food"
Sundae Everyday Ice Creams,"Electronic City,Bangalore",3.9,20,150.0,"Desserts,Ice Cream"
Biryani Bite,"Electronic City,Bangalore",4.1,20,200.0,"Biryani,Indian"
Leon Grill,"Electronic City,Bangalore",4.1,500,300.0,"American,Snacks"
The Belgian Waffle Co.,"Electronic City,Bangalore",4.3,100,200.0,"Desserts,Beverages"
Taiki,"Electronic City,Bangalore",3.9,100,800.0,"Pan-Asian,Japanese"
Nalanda family restaurant,"Electronic City,Bangalore",3.1,100,400.0,"North Indian,South Indian"
Namaste Shanghai,"Electronic City,Bangalore",3.7,50,250.0,"Chinese,Thai"
Rolls King,"Electronic City,Bangalore",4.0,100,300.0,Fast Food
Biryani Trip,"Electronic City,Bangalore",4.1,20,400.0,"Biryani,Hyderabadi"
sri sai upahahara,"Electronic City,Bangalore",4.0,20,200.0,"South Indian,Chinese"
BOX8 - Desi Meals,"Electronic City,Bangalore",3.8,100,250.0,"North Indian,Biryani"
Chai Days,"Electronic City,Bangalore",4.1,100,150.0,"Bakery,Beverages"
PARATHE WALA,"Electronic City,Bangalore",3.6,20,400.0,Punjabi
Coorg Food Factory,"Electronic City,Bangalore",4.0,50,200.0,"Seafood,Indian"
Biriyani Zone,"Electronic City,Bangalore",4.2,100,600.0,"Biryani,Andhra"
Pizza Republic,"Electronic City,Bangalore",3.8,20,500.0,Italian
Juicy,"Electronic City,Bangalore",4.2,100,150.0,"Beverages,Snacks"
Moriz Restaurant,"Electronic City,Bangalore",3.5,100,400.0,"Chinese,Arabian"
Desi paratha meals&thali,"Electronic City,Bangalore",3.7,20,250.0,North Indian
Cake Concepts,"Electronic City,Bangalore",3.6,50,300.0,"Bakery,Desserts"
Homely Meals,"Electronic City,Bangalore",3.9,100,150.0,"North Indian,Chinese"
Keventers - Milkshakes and Desserts,"Electronic City,Bangalore",4.3,100,300.0,"Beverages,Ice Cream"
New Hyderabadi Biryani Box,"Electronic City,Bangalore",3.7,100,200.0,"Biryani,Chinese"
Goli Vada Pav No. 1,"Electronic City,Bangalore",3.7,50,100.0,"Maharashtrian,North Indian"
NEST RESTAURANT,"Electronic City,Bangalore",4.2,20,300.0,"Chinese,Indian"
Paradise Biryani,"Electronic City,Bangalore",3.7,500,400.0,"Biryani,Kebabs"
FreshMenu,"Electronic City,Bangalore",3.8,500,250.0,"Chinese,Continental"
Just Shawarma,"Electronic City,Bangalore",4.0,100,250.0,Arabian
Foodies Express,"Electronic City,Bangalore",3.9,50,200.0,"North Indian,Chinese"
Beijing Bites,"Electronic City,Bangalore",4.1,500,450.0,"Chinese,Thai"
Thalassery Restaurant,"Electronic City,Bangalore",3.9,500,300.0,"South Indian,Arabian"
Momo Zone - The Momo Company,"Electronic City,Bangalore",4.1,50,150.0,"Chinese,Tibetan"
Apsara Ice Creams,"Electronic City,Bangalore",4.4,20,150.0,"Ice Cream,Desserts"
BLR Brewing Company,"Electronic City,Bangalore",3.9,50,400.0,"North Indian,Continental"
Bite Me,"Electronic City,Bangalore",4.0,20,150.0,"Bakery,Beverages"
MOMSPOT RESTAURENT,"Electronic City,Bangalore",4.1,20,300.0,"Chinese,Biryani"
BABAI ANDHRA MESS,"Electronic City,Bangalore",2.9,20,200.0,South Indian
3B's cafe,"Electronic City,Bangalore",3.3,20,250.0,"Fast Food,Desserts"
Goila Butter Chicken,"Electronic City,Bangalore",4.7,50,600.0,"North Indian,Mughlai"
Maa Reddy's Hyderabadi Biryani House,"Electronic City,Bangalore",3.3,100,300.0,"Biryani,Andhra"
Naati Mane,"Electronic City,Bangalore",3.7,50,300.0,South Indian
Jai maruthi 99 variety dosa & pav Bhaji corner,"Electronic City,Bangalore",4.1,100,310.0,South Indian
The Kilo Biryani,"Electronic City,Bangalore",4.1,20,200.0,"Biryani,North Indian"
Kapoor's Cafe,"Electronic City,Bangalore",4.1,100,500.0,Punjabi
Cupcake Noggins - Vintage Patisserie,"Electronic City,Bangalore",4.2,20,200.0,"Bakery,Snacks"
Tandoor Studio,"Electronic City,Bangalore",3.1,20,500.0,Indian
THE GRILL SHACK,"Electronic City,Bangalore",3.7,20,300.0,"Indian,Tandoor"
Santripti,"Electronic City,Bangalore",3.9,50,300.0,Indian
Onvi's Soup Station,"Electronic City,Bangalore",3.3,20,300.0,"Continental,Healthy Food"
WarmOven Cakes & Desserts,"Electronic City,Bangalore",4.0,100,200.0,"Bakery,Desserts"
Ice Corner,"Electronic City,Bangalore",3.5,20,150.0,Ice Cream
Magic Bowl,"Electronic City,Bangalore",4.1,20,400.0,"North Indian,Chinese"
Thalassery Cafe,"Electronic City,Bangalore",4.2,100,100.0,"Kerala,Snacks"
SHAWARMA INDIAH,"Electronic City,Bangalore",4.4,20,250.0,"Arabian,Burgers"
Aubree,"Electronic City,Bangalore",4.3,100,700.0,"Bakery,Italian"
Hyderabadi Spice,"Electronic City,Bangalore",4.1,1,300.0,"Indian,North Indian"
THE BIG BARBEQUE,"Electronic City,Bangalore",4.1,50,500.0,North Indian
Thengapool,"Electronic City,Bangalore",4.7,20,250.0,"Biryani,South Indian"
Bowl Bukhara,"Electronic City,Bangalore",4.6,20,250.0,"Indian,North Indian"
ACHAYANS CAFE,"Electronic City,Bangalore",4.1,20,250.0,Kerala
7 Days Restaurant,"Electronic City,Bangalore",3.7,20,250.0,"North Indian,Chinese"
Andhra Kitchen,"Electronic City,Bangalore",4.1,100,300.0,South Indian
MY BOWL,"Electronic City,Bangalore",4.2,20,300.0,"North Indian,Chinese"
Chaat Street,"Electronic City,Bangalore",4.0,500,200.0,"Snacks,Chaat"
homely,"Electronic City,Bangalore",4.3,1,200.0,"Home Food,North Indian"
Burger It Up,"Electronic City,Bangalore",3.8,20,150.0,"American,Fast Food"
Vinaya Royal Inn (Bamboo shades),"Electronic City,Bangalore",3.9,100,199.0,"North Indian,Chinese"
Tikka Kebab,"Electronic City,Bangalore",4.1,100,250.0,"Chinese,North Indian"
Donne Biriyanis Junction,"Electronic City,Bangalore",2.8,20,300.0,Indian
Mast Marathi,"Electronic City,Bangalore",3.9,100,300.0,"Maharashtrian,Street Food"
Slurpy Shakes,"Electronic City,Bangalore",3.7,20,150.0,"Beverages,Ice Cream"
Indiana Burgers,"Electronic City,Bangalore",4.1,100,150.0,"American,Beverages"
The Bowl Company,"Electronic City,Bangalore",4.3,1,300.0,"Continental,North Indian"
Grameen Kulfi,"Electronic City,Bangalore",4.6,50,120.0,"Ice Cream,Desserts"
Sitara Veg Restaurant,"Electronic City,Bangalore",3.8,100,300.0,"South Indian,Indian"
Akshara,"Electronic City,Bangalore",4.4,50,600.0,"Andhra,Indian"
New taaza thindi,"Electronic City,Bangalore",4.0,100,260.0,Indian
rosogolla,"Electronic City,Bangalore",4.4,20,50.0,"Sweets,Desserts"
Wow! China,"Electronic City,Bangalore",3.9,1,300.0,"Tibetan,Chinese"
Juice Shop,"Electronic City,Bangalore",3.9,100,150.0,"Ice Cream,Desserts"
Aligarh House by EatFit,"Electronic City,Bangalore",3.6,50,400.0,"Biryani,Mughlai"
Mallu House,"Electronic City,Bangalore",3.5,20,230.0,"Kebabs,Chinese"
Bigguy's Wingery,"Electronic City,Bangalore",4.5,20,300.0,"American,Beverages"
Living Bowls,"Electronic City,Bangalore",4.8,20,500.0,"Salads,Continental"
Paris Panini - French Street Food,"Electronic City,Bangalore",4.1,100,450.0,"French,Continental"
Chefer Plate,"Electronic City,Bangalore",4.1,100,250.0,"North Indian,Chinese"
EAT - East Asian Treats,"Electronic City,Bangalore",4.0,100,300.0,"Chinese,Asian"
WarmOven Cakes & Desserts,"Kadubeesanahalli,Bangalore",3.9,100,200.0,"Bakery,Desserts"
Thalaivars Biryani,"Kadubeesanahalli,Bangalore",4.1,100,300.0,"Andhra,Biryani"
ZAZA 22 Spice Biryani,"Kadubeesanahalli,Bangalore",3.3,20,250.0,"Biryani,North Indian"
THE BIG BARBEQUE,"Kadubeesanahalli,Bangalore",3.8,100,599.0,"Chinese,North Indian"
Burger Hut,"Kadubeesanahalli,Bangalore",4.3,100,250.0,"Chaat,German"
Madhurai Idli Dosa,"Kadubeesanahalli,Bangalore",4.2,20,100.0,South Indian
Mamagoto,"Kadubeesanahalli,Bangalore",4.0,100,1200.0,"Chinese,Asian"
Dindigul Thalappakatti,"Kadubeesanahalli,Bangalore",3.9,100,600.0,"Biryani,Barbecue"
The Daily Meal,"Kadubeesanahalli,Bangalore",3.9,20,250.0,"Thalis,North Indian"
FreshMenu,"Kadubeesanahalli,Bangalore",3.9,1,250.0,"Chinese,Continental"
Firangi Bake,"Kadubeesanahalli,Bangalore",4.2,20,400.0,"Italian,Mexican"
Sweet Truth - Cake and Desserts,"Kadubeesanahalli,Bangalore",4.2,20,450.0,"Ice Cream,Bakery"
Behrouz Biryani,"Kadubeesanahalli,Bangalore",4.1,100,500.0,"Biryani,Mughlai"
Bawarchi Biryanis,"Kadubeesanahalli,Bangalore",3.0,20,400.0,"Biryani,Combo"
Oven Story Pizza,"Kadubeesanahalli,Bangalore",4.0,100,400.0,Pizzas
LunchBox - Meals and Thalis,"Kadubeesanahalli,Bangalore",4.2,100,200.0,"North Indian,Punjabi"
The Good Bowl,"Kadubeesanahalli,Bangalore",4.0,100,400.0,"North Indian,Punjabi"
Jaffa's Biryani,"Kadubeesanahalli,Bangalore",3.8,100,250.0,"North Indian,Biryani"
The Biryani Life,"Kadubeesanahalli,Bangalore",4.1,50,250.0,"Biryani,Hyderabadi"
Biryani Day,"Kadubeesanahalli,Bangalore",3.8,100,250.0,"North Indian,Chinese"
Faasos - Wraps & Rolls,"Kadubeesanahalli,Bangalore",4.1,100,200.0,"Fast Food,Snacks"
Andhra Gunpowder,"Kadubeesanahalli,Bangalore",4.1,100,350.0,"Andhra,Biryani"
Trupt,"Kadubeesanahalli,Bangalore",3.1,20,200.0,"Indian,Chinese"
AB s Absolute Barbecues,"Kadubeesanahalli,Bangalore",3.3,50,400.0,"Biryani,Barbecue"
Naakus Kitchen,"Kadubeesanahalli,Bangalore",4.1,100,300.0,North Indian
Chikpet Donne Biriyani House,"Kadubeesanahalli,Bangalore",4.0,100,400.0,South Indian
Big wong,"Kadubeesanahalli,Bangalore",4.2,50,1000.0,"Asian,Chinese"
Chilika Dhaba,"Kadubeesanahalli,Bangalore",3.6,50,400.0,"North Indian,Chinese"
Andhra Tiffins & Meals,"Kadubeesanahalli,Bangalore",3.9,500,100.0,South Indian
The food village,"Kadubeesanahalli,Bangalore",3.3,100,150.0,"Bengali,North Indian"
Jitu Bhai Dahibara,"Kadubeesanahalli,Bangalore",4.0,100,200.0,Indian
Estaa Sweets,"Kadubeesanahalli,Bangalore",4.2,100,250.0,"Sweets,Desserts"
Zomoz - The Momo Company,"Kadubeesanahalli,Bangalore",4.2,100,250.0,"Tibetan,Chinese"
Pastas By Pizza Hut,"Kadubeesanahalli,Bangalore",3.8,100,300.0,"Pastas,Pizzas"
Paris Waffle Co.,"Kadubeesanahalli,Bangalore",3.6,50,300.0,"Bakery,Desserts"
SHANTHI SAGAR,"Kadubeesanahalli,Bangalore",4.0,50,150.0,"Chinese,Indian"
Kwality Walls Frozen Dessert and Ice Cream Shop,"Kadubeesanahalli,Bangalore",4.4,50,200.0,"Ice Cream,Desserts"
69 DACKERS LANE,"Kadubeesanahalli,Bangalore",3.6,20,250.0,"Bengali,Biryani"
SARGAM SWEETS,"Kadubeesanahalli,Bangalore",4.0,50,300.0,"Sweets,Indian"
Slurpy Shakes,"Kadubeesanahalli,Bangalore",4.0,20,150.0,"Beverages,Ice Cream"
Fresh n Healthy,"Kadubeesanahalli,Bangalore",4.1,50,400.0,"Healthy Food,Pizzas"
Yo! Chow,"Kadubeesanahalli,Bangalore",4.0,500,499.0,"Chinese,Asian"
Odians,"Kadubeesanahalli,Bangalore",4.0,100,500.0,"Oriya,North Indian"
DINE BELL,"Kadubeesanahalli,Bangalore",3.6,50,300.0,"Indian,Chinese"
Shri Vishnu Grand,"Kadubeesanahalli,Bangalore",4.1,1,300.0,"South Indian,Chinese"
Sri Udupi Park,"Kadubeesanahalli,Bangalore",3.8,100,200.0,"South Indian,Chinese"
God Of Tandoors,"Kadubeesanahalli,Bangalore",3.6,100,250.0,"North Indian,Biryani"
EXPRESS BY AB'S,"Kadubeesanahalli,Bangalore",3.5,20,400.0,"Biryani,North Indian"
Food Mingo,"Kadubeesanahalli,Bangalore",3.5,20,200.0,"North Indian,Chinese"
A2 Snacks,"Kadubeesanahalli,Bangalore",4.1,50,150.0,"Snacks,North Indian"
litti Bhandar,"Kadubeesanahalli,Bangalore",3.9,50,149.0,Indian
Shao by Radisson Blu,"Kadubeesanahalli,Bangalore",4.2,20,700.0,"Chinese,Asian"
8 Secrets,"Kadubeesanahalli,Bangalore",3.9,20,500.0,"Chinese,Snacks"
Tandoori Nite,"Kadubeesanahalli,Bangalore",3.8,20,300.0,"Indian,Tandoor"
Spicy House,"Kadubeesanahalli,Bangalore",3.7,50,300.0,"Biryani,Andhra"
Barkaas Arabic Restaurant,"Kadubeesanahalli,Bangalore",3.5,100,250.0,Indian
Foxtrot,"Kadubeesanahalli,Bangalore",4.1,20,900.0,"Continental,Chinese"
Nilavara Restaurant,"Kadubeesanahalli,Bangalore",4.0,500,220.0,"Kerala,Biryani"
HOT SPICY,"Kadubeesanahalli,Bangalore",3.5,100,300.0,"North Indian,Chinese"
Sri Lakshmi Biryani,"Kadubeesanahalli,Bangalore",3.5,100,200.0,"Biryani,North Indian"
Dakshin,"Kadubeesanahalli,Bangalore",3.5,20,300.0,"South Indian,Biryani"
JK EDEN HUTS RESTAURANT,"Kadubeesanahalli,Bangalore",3.5,20,350.0,"Indian,Chinese"
MORE BITES MULTI-CUISINE KITCHEN,"Kadubeesanahalli,Bangalore",3.0,20,299.0,Chinese
Millet Express,"Kadubeesanahalli,Bangalore",4.0,500,200.0,"Healthy Food,South Indian"
KELVIN SCALE,"Kadubeesanahalli,Bangalore",5.0,20,150.0,Indian
Anandha Biryani House,"Kadubeesanahalli,Bangalore",4.1,50,300.0,"Biryani,Combo"
Oh Bangla,"Kadubeesanahalli,Bangalore",5.0,20,250.0,Chinese
Smoodies & Juices: Yours Fruitfully,"Kadubeesanahalli,Bangalore",4.0,20,140.0,"Snacks,Healthy Food"
Ande Ka Funda,"Kadubeesanahalli,Bangalore",3.5,1,100.0,North Indian
Anjappar,"Kadubeesanahalli,Bangalore",3.8,500,500.0,"Chettinad,Thalis"
Iceberg Organic Icecreams,"Kadubeesanahalli,Bangalore",4.0,50,180.0,Ice Cream
Chai Point,"Kadubeesanahalli,Bangalore",4.3,50,150.0,"Bakery,Beverages"
Kaati Zone Rolls & Wraps,"Kadubeesanahalli,Bangalore",3.9,100,150.0,"Beverages,Bengali"
Itminaan Biryani - Dum Pukht,"Kadubeesanahalli,Bangalore",3.7,20,400.0,"Biryani,North Indian"
KNIGHT BITE,"Kadubeesanahalli,Bangalore",3.5,20,200.0,"American,Continental"
Wendy's,"Kadubeesanahalli,Bangalore",4.1,100,200.0,"American,Burgers"
SARDAR G MALAI CHAAP JUNCTION,"Kadubeesanahalli,Bangalore",3.8,100,300.0,"North Indian,Tandoor"
Hyderabadi Kitchen,"Kadubeesanahalli,Bangalore",3.5,500,300.0,"Biryani,Andhra"
Svadu Pure Ghee sweets,"Kadubeesanahalli,Bangalore",4.3,100,200.0,"Sweets,Desserts"
Polar Bear The Ice Cream Sundae Zone,"Kadubeesanahalli,Bangalore",4.4,50,300.0,"Desserts,Fast Food"
Sri Shreshta Udupi,"Kadubeesanahalli,Bangalore",3.7,20,200.0,"South Indian,North Indian"
The Daily Bowl,"Kadubeesanahalli,Bangalore",3.6,20,200.0,"Indian,North Indian"
NH1 Bowls - Highway To North,"Kadubeesanahalli,Bangalore",4.3,20,250.0,"North Indian,Punjabi"
Thalassery Restaurant,"Kadubeesanahalli,Bangalore",3.7,500,300.0,"South Indian,Biryani"
KK Biryani,"Kadubeesanahalli,Bangalore",3.1,20,250.0,"Biryani,Chinese"
Kolkata restaurant,"Kadubeesanahalli,Bangalore",3.6,100,199.0,"North Indian,Chinese"
SMOOR,"Kadubeesanahalli,Bangalore",4.5,100,350.0,"Desserts,Bakery"
CakeZone,"Kadubeesanahalli,Bangalore",4.2,1,200.0,"Desserts,Bakery"
NIC Natural Ice Creams,"Kadubeesanahalli,Bangalore",4.6,1,120.0,"Ice Cream,Desserts"
Baskin Robbins,"Kadubeesanahalli,Bangalore",4.1,100,250.0,"Desserts,Ice Cream"
Puliyogare Palace,"Kadubeesanahalli,Bangalore",2.8,20,250.0,"South Indian,Desserts"
Bakers Home Cakes & Desserts,"Kadubeesanahalli,Bangalore",3.7,20,200.0,"Desserts,Bakery"
Chakh Le India,"Kadubeesanahalli,Bangalore",3.0,100,200.0,"North Indian,Fast Food"
SANTUSHTI,"Kadubeesanahalli,Bangalore",4.0,100,150.0,"Indian,Sweets"
Peetuk,"Kadubeesanahalli,Bangalore",3.8,500,500.0,"Bengali,Chinese"
Grameen Kulfi,"Kadubeesanahalli,Bangalore",4.7,100,120.0,"Ice Cream,Desserts"
Paratha Envy,"Kadubeesanahalli,Bangalore",4.1,100,249.0,North Indian
Burger It Up,"Kadubeesanahalli,Bangalore",3.7,20,150.0,"American,Fast Food"
Biryani Trip,"Kadubeesanahalli,Bangalore",4.3,50,400.0,"Biryani,Hyderabadi"
Tandoori Zaika,"Kadubeesanahalli,Bangalore",5.0,20,250.0,Chinese
McDonald's,"Kadubeesanahalli,Bangalore",4.1,500,400.0,"Burgers,Beverages"
Meghana Foods,"Kadubeesanahalli,Bangalore",4.2,1,500.0,"Biryani,Andhra"
The Dessert Heaven - Pure Veg,"Kadubeesanahalli,Bangalore",3.8,50,200.0,"Bakery,Desserts"
dadaboudi express,"Kadubeesanahalli,Bangalore",3.6,20,350.0,"Bengali,Thalis"
BOX8 - Desi Meals,"Kadubeesanahalli,Bangalore",4.0,100,250.0,"North Indian,Biryani"
Royal Calcutta,"Kadubeesanahalli,Bangalore",4.5,20,300.0,"Indian,Bengali"
Rolls Plaza,"Kadubeesanahalli,Bangalore",3.8,100,300.0,"North Indian,Biryani"
